SCORE	PATH	ISSUES
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0129.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0130.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0131.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0132.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0133.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0134.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0135.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0136.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0137.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0138.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0139.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0140.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0141.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0142.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0143.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0144.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0145.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0146.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0147.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0148.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0149.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0150.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0151.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0152.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0153.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0154.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0155.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0156.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0157.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0158.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0159.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0160.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0161.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0162.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0163.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0164.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0165.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0166.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0167.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0168.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0169.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0170.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0171.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0172.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0173.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0174.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0175.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0176.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0177.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0178.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0179.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0180.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0181.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0182.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0183.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0184.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0185.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0186.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0187.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0188.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0189.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0190.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0191.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0192.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0193.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0194.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0195.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0196.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0197.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0198.txt"	["Encoding quebrado"]
0.0	"D:\\ptbr-llm-data\\corpus\\mc4_0199.txt"	["Encoding quebrado"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGas.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdf.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdh.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdi.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdj.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdl.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdm.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdn.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdo.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdp.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdq.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdr.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGds.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdt.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdu.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdv.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdw.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdx.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdy.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdz.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGea.txt"	["Vocabulário pobre", "Frases fragmentadas"]
50.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGeb.txt"	["Vocabulário pobre", "Frases fragmentadas"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDa.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDaa.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDab.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDac.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDad.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDae.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDaf.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDag.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDah.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDai.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDaj.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDak.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDb.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDc.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDd.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDe.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDf.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDg.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDh.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDi.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDj.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDk.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDl.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDm.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDn.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDo.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDp.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDq.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDr.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDs.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDt.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDu.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDv.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDw.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDx.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDy.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_judicial_branch_JUDz.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGa.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGaa.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGat.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdg.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdk.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGec.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGed.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGee.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGef.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGeg.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGeh.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGei.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGej.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGek.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGel.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGem.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGen.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGeo.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGep.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGeq.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGer.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGes.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGet.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGeu.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGev.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGew.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGex.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGey.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGez.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGf.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGfa.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGfb.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGfc.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGfd.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGfe.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGy.txt"	["Vocabulário pobre"]
70.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGz.txt"	["Vocabulário pobre"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGam.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGao.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGap.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGaq.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGh.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGi.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGj.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGk.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGm.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGn.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGo.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGp.txt"	["Frases fragmentadas"]
80.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGt.txt"	["Frases fragmentadas"]
100.0	"D:\\ptbr-llm-data\\corpus\\book_wiki_000.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\book_wiki_001.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGab.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGac.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGad.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGae.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGaf.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGag.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGah.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGai.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGaj.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGak.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGal.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGan.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGar.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGau.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGav.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGaw.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGax.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGay.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGaz.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGb.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGba.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbb.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbc.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbd.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbe.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbf.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbg.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbh.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbi.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbj.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbk.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbl.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbm.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbn.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbo.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbp.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbq.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbr.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbs.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbt.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbu.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbv.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbw.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbx.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGby.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGbz.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGc.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGca.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcb.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcc.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcd.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGce.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcf.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcg.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGch.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGci.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcj.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGck.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcl.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcm.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcn.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGco.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcp.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcq.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcr.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcs.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGct.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcu.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcv.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcw.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcx.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcy.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGcz.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGd.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGda.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdb.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdc.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGdd.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGde.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGe.txt"	[]
